Student Name, Student Number,Semester:1 Period:1, Room,Semester:1 Period:2, Room,Semester:1 Period:3, Room,Semester:1 Period:4, Room,Semester:2 Period:1, Room,Semester:2 Period:2, Room,Semester:2 Period:3, Room,Semester:2 Period:4, Room,
"Grethel,Daphne",476479755,ENG1DG,2027,AWC2O1,2005,CGC1DG,2026,BTT1O1,2024,SNC1DG,2011,FSF1DG,1059,EMPTY,Cafeteria,CHC2DG,2034,
"Dion,Pauli",459736585,BBI2O1,PB10,ICS2O1,2038,SNC2D1,1035,SCH3U1,1050,SPH3U1,2018,ENG2D1,1059A,MCR3U1,PB6,CIVCAR,PB11,
"Denyse,Vanda",476070160,ENG2D1,1059A,HFN2O1,1014,CIVCAR,PB11,PPL2O9,1024B,BBI2O1,PB10,CHC2D1,2036,MPM2D1,2008,AVI2O1,2004,
"Kandy,Helaina",432145587,BBI2O1,PB10,CHC2DG,2034,HFN2O1,1014,CIVCAR,PB11,ENG2DG,1063,MPM2DG,1062,SNC2DG,2011,PAI2O1,PB6,
"Esmeralda,Laina",459544086,CGC1D1,2009,PPL1O9,1024A,FSF1P1,2024A,HIF1O1,2027,MTH1W1,PB1,MTH1W1,PB1,EMPTY,Cafeteria,BTT1O1,2024,
"Fanchon,Dulcie",416589223,SPARE,Cafeteria,BBB4M1,2027,HSB4U1,PB9,EWC4U1,2034,HHG4M1,1062,SBI4U1,1055,ENG4U1,2006,EMPTY,Cafeteria,
"Beckie,Inna",456984132,MTH1W1,1036,FSF1D1,1033,SNC1D1,1050,BTT1O1,2024,ENG1D1,PB11,CGC1D1,2010,EMPTY,Cafeteria,PPL1O9,1024A,
"Ardella,Karole",410014986,SNC1D7,1065,EMPTY,Cafeteria,MTH1W7,1065,FSF1D1,1033,ENG1D1,2035,CGC1D1,2009,EMPTY,Cafeteria,PAI1O1,2028,
"Audra,Yolanda",417195425,AMI2O1,1069,AWC2O1,2005,CHC2D1,2036,ENG2D1,1034,IDC3OE,1065,AMI2O1,1069,SNC2D2,1044,MPM2D2,PB5,
"Marge,Delphinia",435229837,FSF1D1,1033,TIJ1O1,2002A,HIF1O1,2027,SNC1D1,1050,MTH1W1,1036,CGC1D1,2010,PPL1O8,1012,AMI1O1,1069,
"Gerta,Amity",419333504,MHF4U1,PB5,BOH4M1,PB9,SCH4U1,2023,SPARE,Cafeteria,SPARE,Cafeteria,BBB4M1,2027,ENG4U1,2010A,BAT4M1,1062,
"Nicholle,Alana",465053383,CHC2D1,2036,HFN2O1,2024A,SNC2D1,1035,FSF2D1,2028,MPM2D1,2007,BBI2O1,PB10,ENG2D1,1034,AWJ2O1,2005,
"Kristina,Kari",477434359,AVI2O1,2004,AWC2O1,2005,SNC2P1,1044,CHC2D1,1061,ENG2D1,1059A,ADB2O1,1070,CIVCAR,PB11,MFM2P1,PB8,
"Kristi,Anita",475795928,MHF4U1,PB5,BOH4M1,PB9,SPH4U1,2044,HZT4U1,1062,MCV4U1,PB6,SBI4U1,1055,BBB4M1,2027,ICS4U1,2038,
"Marketa,Evvy",447088417,ENG1D1,2035,SNC1D1,2023,CGC1D1,2010,AMI1O4,1069,FSF1D2,PB2,MTH1W1,2010A,ENG1D1,2035,PPL1O9,1024A,
"Edita,Jolee",497369133,CHC2D1,2036,HFN2O1,2024A,MPM2D1,2007,CIVCAR,PB11,ENG2D1,1059A,CIVCAR,PB11,FSF2D1,2028,SNC2D1,1036,
"Cher,Anne",423818440,MHF4U1,PB5,ENG4U1,2007,MHF4U1,PB5,IDC4U1,PB8,ENG4U1,2006,BBB4M1,2027,PAF4O9,1013,PPL4O9,1024B,
"Leila,Shelba",477491711,EMPTY,Cafeteria,SPARE,Cafeteria,CIA4U1,PB4,HZT4U1,1062,MDM4U1,2025,ENG4U1,2006,TGV4M1,1032,CLN4U1,PB9,
"Netty,Susanna",414856497,ENG2D1,1034,HFN2O1,1014,SNC2D1,1035,CHC2D1,2037,CIVCAR,2010,AWC2O1,2004,MPM2D1,2007,AWJ2O1,2005,
"Linnet,Corabella",417154390,IDC4U3,PB8,BOH4M1,PB9,ENG4U1,2006,MDM4U1,2025,TDJ4M1,1032,SPARE,Cafeteria,IDC4U1,PB8,BAT4M1,1062,
"Anya,Lyndell",496115743,MPM2D1,2007,AWC2O1,2005,SNC2D1,1036,CIVCAR,PB11,ENG2D1,1059A,BBI2O1,PB10,CHC2D1,2036,HFN2O1,1014,
"Roxanne,Valentina",423027897,MHF4U1,PB2,BOH4M1,PB9,ENG4U1,2006,ICS3U1,2038,SPARE,Cafeteria,BBB4M1,2027,MCV4U1,PB4,ICS4U1,2038,
"Olga,Elita",414774560,TEJ4M1,1032,MHF4U6,PB3,ICS4U1,2038,SPARE,Cafeteria,SPH4U1,2044,MCV4UE,PB3,SPH4U1,2044,BAT4M1,1062,
"Lynnet,Ashley",494665958,ICS4UE,2038A,SPH4UE,2044,SPARE,Cafeteria,HZT4U1,1062,MDM4U1,2025,ENG4U1,2006,MCV4UE,PB3,ENG4U1,2006,
"Randene,Barbara-Anne",476815862,FSF1D1,1033,FSF1D1,1033,SNC1D1,1050,HIF1O1,2027,CGC1D1,2009,PPL1O8,1024B,EMPTY,Cafeteria,BTT1O1,2024,
"Agretha,Isabella",457803479,CLU3M1,1059,ENG3U1,2009,SBI3U6,1031,SPH3U1,2044,MDM4U1,2025,SCH3U1,2023,ENG4UE,2034,MCR3U6,2025,
"Cinnamon,Carolynn",424051941,MPM2DG,1062,SNC2DG,2011,BBI2O1,PB10,CIVCAR,PB11,ENG2DG,1063,AWC2O1,2004,ADA2O1,1070,CHC2DG,2034,
"Ursula,Bab",400652869,BBI2O1,PB10,HFN2O1,1014,SNC2P1,1044,ENG2D1,1059A,GLE2O1,PB3,CHC2P1,PB9,CIVCAR,PB11,MPM2D1,2007,
"Janie,Fayth",481845534,SNC1D7,1065,TIJ1O1,2002A,MTH1W7,1065,BTT1O1,2024,CGC1D1,2009,FSF1P1,2024A,ENG1D1,2035,PPL1O9,1024A,
"Jillana,Euphemia",495738917,BAF3M1,2024,PPL3O9,1024B,SBI3U6,1031,ENG3U1,2009,PAF3O9,1013,MCR3U1,2037,SPH3U1,2018,SCH3U1,1055,
"Loria,Aeriel",418260293,BBI2O1,PB10,AVI2O1,2004,MCR3U6,2025,ENG2D1,1059A,ICS2O1,2038,TEJ2O1,1037,MPM2D1,2008,CIVCAR,PB11,
"Odetta,Rachelle",469983660,BBI2O1,PB10,SNC2D1,1036,ENG2D1,1034,PPL2O9,1024B,CIVCAR,2010,CHC2P1,PB9,ADA2O1,1070,MPM2D1,2007,
"Cloe,Ulrikaumeko",420635813,FSF1D1,1033,SNC1D1,2023,PPL1O8,1024B,HIF1O1,2027,ENG1D1,PB11,ENG1D1,2035,PPL1O8,1012,CGC1D1,2010,
"Darryl,Darla",447444754,ENG2DG,1063,TEJ2O1,1037,ADA2O1,1070,PPL2O9,1024B,SCH3U1,1044,ICS2OG,2038A,SPH3U1,2018,CHC2DG,2034,
"Kamilah,Marian",450266988,ADA3M1,1070,ENG3U1,2009,MCR3U1,PB2,HFC3M1,1014,AVI3M1,2005,TGV3M1,1032,SPH3U1,2018,TGJ2O1,1032,
"Edyth,Faina",460240597,CLN4U1,PB9,IDC3O1,PB6,CIE3M1,PB6,ENG3UE,1063,HSP3U1,2024A,SCH3U6,2011,SPARE,Cafeteria,DCO3OC,1059,
"Zsazsa,Micky",464635407,MCR3U1,2037,ENG2D1,1034,ENG3U1,2009,ICS3U1,2038,SPARE,Cafeteria,ADB2O1,1070,MCR3U1,PB6,DCO3OC,1059,
"Ofilia,Corene",464217620,ENG4UE,2034,MHF4U1,PB2,SPARE,Cafeteria,HZT4U1,1062,MCV4U1,PB6,SPARE,Cafeteria,BBB4M1,2027,CLN4U1,PB9,
"Jemmie,Dionne",421766370,MHF4U1,PB4,SCH4U1,2018,IDC4UE,PB8,ADB4M1,1070,EMPTY,Cafeteria,SBI4U1,1055,FSF4U1,1060,MCV4U1,PB3,
"Catherin,Stacie",468301357,CLU3M1,1059,COP3X#,2001,MCR3U1,PB2,ENG3U1,2008,CLU3M1,1059,SPARE,Cafeteria,FSF3U1,PB6,SBI3U1,1031,
"Tonya,Domini",482570507,TEJ3M1,1037,SPARE,Cafeteria,DCO3OC,2028,SCH3U6,1044,IDC3OE,1065,ENG3UE,1063,SPH3U1,2018,BBI2O7,1065,
"Nonah,Alli",485679417,SNC1DG,2011,ENG1DG,1059,PPL1O8,1024B,FSF1DG,1059,SNC1DG,2011,PPL1O8,1024B,CGC1DG,2026,MTH1WG,2026,
"Jane,Carmelle",483533086,CLU3M1,1059,COP3X9,2001,BAF3M1,2024,SCH3U6,1044,SBI4U1,1055,MCR3U1,2037,ENG4UE,2034,SPARE,Cafeteria,
"Jamima,Sigrid",467531283,PAI1O1,2028,ESLCO1,PB4,ESLDO1,2034,CGC1D1,2010,MTH1W1,2010A,FSF1P1,2024A,EMPTY,Cafeteria,PAI1O1,2028,
"Gertrud,Ines",444397491,CLU3M1,1059,PPL3O9,1024B,MCR3U1,PB2,HFC3M1,1014,HSP3U1,2024A,BMI3C1,1061,ENG3U1,2009,SBI3U1,1031,
"Sherye,Ricki",459794101,CLU3M1,1059,ENG3U1,2009,SPH3U1,1044,SBI3U1,1031,ICS3U6,2038A,CGG3O1,PB6,MCR3U1,PB6,CIVCAR,PB11,
"Milissent,Aurelea",499449873,EMPTY,Cafeteria,SPH3U1,2036,MHF4U6,PB3,SCH3U6,1044,IDC4U3,PB8,MCV4UE,PB3,MDM4UE,1061,SPARE,Cafeteria,
"Halimeda,Latashia",423019746,IDC4U3,PB8,BOH4M1,PB9,HSB4U1,PB9,HZT4U1,1062,TDJ4M1,1032,SPARE,Cafeteria,HFA4U1,1014,SPARE,Cafeteria,
"Lucille,Valentia",447940453,BBI2O1,PB10,ENG2D1,1034,MPM2D1,2007,CHC2D1,1061,SNC2D1,1035,ADB2O1,1070,FSF2D1,2028,CIVCAR,PB11,
"Elizabeth,Chery",457938588,BBI2O1,PB10,HFN2O1,1014,SNC2D1,1035,PAF2O9,1013,CIVCAR,2010,MPM2D1,2007,CHC2D1,2037,ENG2D1,1034,
"Wilie,Aveline",437938114,SPH3U1,1050,CIVCAR,PB11,MHF4U1,PB3,ENG3U1,2009,MDM4U1,2025,FSF1O1,1060,MCV4U1,PB4,SCH3U1,1055,
"Rivkah,Pam",439699413,AWQ4M1,2005,SPARE,Cafeteria,SPARE,Cafeteria,IDC4U1,PB8,BOH4M1,PB9,ENG4U1,2006,AVI4M1,2005,BAT4M1,1062,
"Lise,Meredith",469059095,ENG1D1,2035,CGC1D1,2010,HIF1O1,2027,SNC1D1,1050,MTH1W1,1036,PPL1O8,1024B,MTH1W1,1036,FSF1D1,1033,
"Randene,Orelia",428606575,ENG4C1,PB3,SPARE,Cafeteria,SCH3U1,1044,MPM2D1,2007,SBI4U1,1055,SBI3U1,1055,SCH4U1,2023,PPL4O9,1024B,
"Rhody,Roseanna",451970838,ENG1DG,2027,EMPTY,Cafeteria,FSF1DG,1059,CGC1DG,2026,ENG1DG,2027,SNC1D7,1065,MTH1W7,1065,PPL1O9,1024A,
"Cloris,Dorice",424514730,AWQ4M1,2005,ENG4U1,2006,SPARE,Cafeteria,CHY4U1,PB5,ADA4M1,1070,EWC4U1,2034,IDC4U1,PB8,EMPTY,Cafeteria,
"Kyrstin,Coral",443180930,BAF3M1,2024,BAT4M1,1062,SPH3U1,1044,SCH3U6,1044,ICS3U6,2038A,ENG3UE,1063,BBB4M1,2027,MCR3U6,2025,
"Aloisia,Mikaela",492728503,SPH3U1,1050,IDC3O1,PB6,ICS3U1,2038A,AWL3M1,2005,AVI3M1,2005,SCH3U1,2023,MCR3U1,PB6,ENG3U1,2009,
"Noell,Leena",457701036,SBI3U1,1031,COP3X#,2001,EMPTY,Cafeteria,ENG3U1,2009,SCH3U1,2023,SBI3U1,1055,SCH4U1,2023,MCR3U1,2037,
"Abbi,Kendre",413951303,CGC1D1,2009,ICS2O1,2038,FSF1P1,2024A,MTH1W1,2010A,ENG1D2,PB5,PPL1O8,1024B,EMPTY,Cafeteria,SNC1D2,1044,
"Malinde,Erika",410908048,ENG2D1,1059A,IDC3O1,PB6,EMPTY,Cafeteria,SNC2D1,1035,CHC2D1,2036,SBI3U1,1055,MPM2D1,2007,PAI2O1,PB6,
"Fredra,Blondell",407979454,SNC1D1,1050,ICS2O1,PB9,SNC1D1,1050,PPL1O9,1024A,CGC1D1,2009,FSF1P1,2024A,SNC1D1,2011,AMI1O1,1069,
"Lira,Saudra",479805801,SNC2D1,1035,CIVCAR,PB11,MPM2D1,2007,IDC3OE,1065,ENG2D1,1034,CHC2D1,2036,TEJ2O1,1037,BBI2O7,1065,
"Jacquelyn,Britt",424334521,ICS4UE,2038A,SCH4UE,1044,MHF4U6,PB3,SPARE,Cafeteria,EMPTY,Cafeteria,MCV4UE,PB3,MDM4UE,1061,SPARE,Cafeteria,
"Lesley,Jemimah",468878855,CIVCAR,2010,CIVCAR,PB11,ENG2D1,1034,ENG2D1,1059A,PPL2O8,1024B,AWC2O1,2004,BBI2O1,PB10,SNC2D1,1036,
"Lolly,Dyanne",400656919,BBI2O1,PB10,ICS2O1,PB9,CHC2D1,2036,PPL2O9,1024B,ENG2D1,1059A,CIVCAR,PB11,SNC2D1,1035,MPM2D1,2007,
"Wilmette,Gilberta",496455791,MTH1WG,2026,ENG1DG,1059,FSF1DG,1059,FSF1DG,1059,SNC1DG,2011,ICS2OG,2038A,CGC1DG,2026,PAI1O1,2028,
"Wanids,Ethelind",455448287,CLU3M1,1059,SCH3U1,1055,ENG3U1,2009,SPH3U1,2044,CLU3M1,1059,SBI4U1,1055,PPL3O9,1024B,MCR3U1,2037,
"Cathleen,Bertie",425673893,EMPTY,Cafeteria,MTH1W1,2010A,SNC1D1,1050,FSF1D1,1033,ENG1D1,2035,PPL1O8,1024B,EMPTY,Cafeteria,CGC1D1,2010,
"Concettina,Nomi",489107673,ENG4UE,2034,MDM4U1,2025,IDC4UE,PB8,MDM4U1,2025,HHG4M1,1062,SPARE,Cafeteria,HSB4U1,PB9,CLN4U1,PB9,
"Ruthanne,Claire",461022590,ENG4UE,2034,MHF4U6,PB3,ICS4U1,2038,SPARE,Cafeteria,IDC4U3,PB8,MCV4UE,PB3,SPH4U1,2044,TDJ3M1,1037,
"Phaidra,Barbara",495457167,PPL4O9,1024B,BAT4M1,1062,CIA4U1,PB4,SPARE,Cafeteria,BOH4M1,PB9,SPARE,Cafeteria,IDC4U1,PB8,CLN4U1,PB9,
"Roze,Mariam",486695688,ENG2D1,1059A,AVI2O1,2004,SNC2D1,1035,CIVCAR,PB11,MPM2D1,2007,BBI2O1,PB10,TEJ2O1,1037,TGJ2O1,1032,
"Horatia,Esmaria",476811902,AWQ4M1,2005,MDM4U1,2025,MHF4U1,PB3,ENG4U1,2006,MCV4U1,PB6,AWC4M1,2005,SPH4U1,2044,ICS4UE,2038A,
"Shanna,Kriste",411711132,MCR3U1,2037,ICS3U6,2038A,MCR3U1,PB2,TGV3M1,1032,SPARE,Cafeteria,ENG3U1,2008,IDC4U1,PB8,SBI3U1,1031,
"Cher,Cristen",407258704,MHF4U1,PB4,COP3X#,2001,MCR3U1,PB2,IDC4U1,PB8,SPARE,Cafeteria,ICS3U1,2038,HSP3U1,2024A,ENG3U1,2009,
"Maybelle,Annmaria",461014371,ADA3M1,1070,EMPTY,Cafeteria,CIE3M1,PB6,ENG3C1,PB2,EMPTY,Cafeteria,GLE3O1,PB2,EMPTY,Cafeteria,EMPTY,Cafeteria,
"Gretta,Albertine",495756177,MHF4U1,PB2,SCH4U1,2023,SBI4U1,1055,PSK4U1,1061,MCV4U1,PB6,ENG4U1,2006,SPH4U1,2044,SPARE,Cafeteria,
"Deny,Coraline",438334469,ICS2O1,2038,TEJ2O1,1037,SNC2D1,1036,PAF2O9,1013,CHC2D1,2036,ENG2D1,1059A,CIVCAR,PB11,AVI2O1,2004,
"Cecilia,Jill",496255923,ICS2O1,2038,TEJ2O1,1037,ENG2D1,1034,CHC2D1,1061,SNC2D1,1035,AMI2O1,1069,FSF2D1,2028,CIVCAR,PB11,
"Karon,Lorena",430237581,SNC1D7,1065,ENG1D1,2035,MTH1W7,1065,PPL1O9,1024A,FSF1D2,PB2,CGC1D1,2010,EMPTY,Cafeteria,AMI1O1,1069,
"Ceil,Carole",405493249,HSP3U1,2024A,SPARE,Cafeteria,CIE3M1,PB6,ENG3U1,2008,HFA4U1,1014,BMI3C1,1061,MCR3U1,PB6,ADA3M1,1070,
"Orly,Gilbertina",445736122,BBI2O1,PB10,HFN2O1,2024A,AWC3O1,2005,FSF2D1,2028,PPL2O8,1024B,ENG2D1,1034,SNC2D1,1035,CIVCAR,PB11,
"Dell,Leonora",430434187,PAI1O1,2028,SNC1D1,2023,ENG1D1,2035,AMI1O4,1069,BTT1O1,2024,FSF1O1,1060,EMPTY,Cafeteria,CGC1D1,2010,
"Lise,Rose",464000391,ENG4U1,2006,SPARE,Cafeteria,IDC4UE,PB8,ADB4M1,1070,SPARE,Cafeteria,EWC4U1,2034,HZT4U1,1062,EMPTY,Cafeteria,
"Melissa,Lisbeth",498746254,ENG4U1,2006,SCH4U1,2018,MHF4U1,PB5,SBI4U1,2011,TDJ4M1,1032,AWC4M1,2005,HFA4U1,1014,SPARE,Cafeteria,
"Babbie,Anne-Corinne",401938892,SPH3U1,1050,PPL3O9,1024B,ICS3U1,2038A,TEJ3M1,1037,ENG3U1,2008,MPM2D1,2007,MCR3U6,2025,SPARE,Cafeteria,
"Janenna,Carline",465057159,CIVCAR,2010,SNC2D1,1035,CHC2D1,2036,ENG2D1,1034,GLE2O1,PB3,AWC2O1,2004,BBI2O1,PB10,MPM2D1,2007,
"Clair,Eolanda",467240347,CLN4U1,PB9,IDC3O1,PB6,EMPTY,Cafeteria,SCH3U6,1044,HSP3U1,2024A,ENG3UE,1063,BAF3M1,2024,MCR3U1,2037,
"Lula,Shayla",426243877,ENG4UE,2034,BAT4M1,1062,IDC4UE,PB8,CIA4UE,PB4,EMPTY,Cafeteria,BBB4M1,2027,HZT4U1,1062,EMPTY,Cafeteria,
"Astrid,Federica",445695195,CLU3M1,1059,MBF3C1,1060,TDJ3M1,1037,AWL3M1,2005,HSP3U1,2024A,ENG3U1,2008,FSF3U1,PB6,ADA3M1,1070,
"Betteanne,Aryn",499098612,ENG1D1,2035,PPL1O8,1024A,PPL1O8,1024B,CGC1D2,PB6,FSF1D2,PB2,TIJ1O1,2002A,ENG1D1,2035,SNC1D2,1044,
"Sheelagh,Elenore",465945992,AMI2O1,1069,SNC2DG,2011,EMPTY,Cafeteria,ICS2OG,2038A,ENG2DG,1063,MPM2DG,1062,EMPTY,Cafeteria,CHC2DG,2034,
"Dollie,Diane-Marie",448341239,FSF3U1,PB6,SPH3U1,2036,EMPTY,Cafeteria,TGV3M1,1032,SCH3U1,1044,MCR3U1,2037,BBB4M1,2027,ENG3U1,2009,
"Mira,Deeann",464160229,PPL4O9,1024B,ENG4U1,2007,SBI4U1,1055,PSK4U1,1061,MDM4U1,2025,SPARE,Cafeteria,HFA4U1,1014,MCV4U1,PB4,
"Babs,Jacqui",425686799,ENG4UE,2034,MHF4U1,PB3,SPARE,Cafeteria,SPARE,Cafeteria,SCH4U1,1044,SPH4U1,2044,AVI4M1,2005,ICS4U1,2038,
"Roselle,Isa",442188810,CHC2D1,2036,SNC2D1,1036,MPM2D1,2007,ENG2D1,1059A,SNC2D1,1035,ADB2O1,1070,ADA2O1,1070,BBI2O1,PB10,
"Lynette,Lolita",422315899,MPM2D1,2007,BMI3C1,1061,ESLEO1,1063,PPL2O9,1024B,ENG2D1,1059A,BAF3M1,2024,CHC2D1,2036,BBI2O1,PB10,
"Janith,Gael",429123533,MTH1W1,1036,PPL1O8,1024A,SNC1D1,1050,ENG1D1,2035,BTT1O1,2024,CGC1D1,2009,EMPTY,Cafeteria,FSF1P1,2024A,
"Sue,Dominique",455112004,MPM2DG,1062,SNC2DG,2011,ICS3U1,2038A,AWL3M1,2005,ENG2DG,1063,ICS2OG,2038A,CLU3M1,1059,CHC2DG,2034,
"Bell,Naomi",429512702,SPARE,Cafeteria,MBF3C1,1060,AWC3O1,2005,ENG3C1,PB2,PAF3O9,1013,GLE3O1,PB2,PPL3O9,1024B,DCO3OC,1059,
"Mariejeanne,Rosie",499262380,SPH3U1,1050,ENG3U1,2009,FSF1P1,2024A,ICS3U1,2038,SCH3U1,1044,TGV3M1,1032,PPL3O9,1024B,MCR3U1,2037,
"Vitoria,Aubry",479859445,ICS4UE,2038A,SPH3U1,2036,SBI3U6,1031,SCH3U6,1044,SPH4U1,2044,ENG3UE,1063,MDM4UE,1061,MCR3U6,2025,
"Gavra,Teresita",489632603,SPH3U1,1050,PPL3O9,1024B,ENG3U1,2009,SBI3U1,1031,PAF3O9,1013,HFC3M1,1014,MCR3U1,PB6,EMPTY,Cafeteria,
"Angelique,Demetris",467117475,ENG4U1,2006,BAT4M1,1062,SPARE,Cafeteria,MHF4U1,PB3,MCV4U1,PB4,MDM4U1,2025,BBB4M1,2027,SPARE,Cafeteria,
"Helenka,Jessy",435980164,SCH4U1,2023,BAT4M1,1062,SBI4U1,1055,MDM4U1,2025,MCV4U1,PB6,SBI4U1,1055,SPH4U1,2044,SPARE,Cafeteria,
"Feliza,Electra",425436962,EMPTY,Cafeteria,IDC3O1,PB6,EMPTY,Cafeteria,ENG3U1,2008,CLU3M1,1059,MCF3M1,PB5,HSP3U1,2024A,HPW3C1,PB2,
"Loleta,Cher",495408125,ICS2O1,2038,PPL1O9,1024A,MTH1W1,2010A,AMI1O4,1069,SNC1D1,1050,CGC1D1,2009,EMPTY,Cafeteria,FSF1D1,1033,
"Leese,Tina",455488859,MHF4U1,PB4,TDJ4M1,1032,SPARE,Cafeteria,IDC4U1,PB8,SPH4U1,2044,ENG4U1,2006,AVI4M1,2005,SPARE,Cafeteria,
"Kristin,Magdaia",496968673,CLN4U1,PB9,BBB4M1,2027,IDC4UE,PB8,CIA4UE,PB4,ENG4U1,2006,SPARE,Cafeteria,HZT4U1,1062,SPARE,Cafeteria,
"Juanita,Meridith",487060357,ENG2D1,1059A,AVI2O1,2004,CHC2D1,2036,FSF2D1,2028,IDC3OE,1065,MPM2D1,2007,SNC2D1,1035,BBI2O7,1065,
"Arlinda,Judith",454784415,ENG4U1,2006,MHF4U1,PB5,FSF4U1,1060,ENG3U1,2008,MCV4U1,PB4,ICS3U1,2038,FSF3U1,PB6,BAT4M1,1062,
"Fleurette,Viviene",460948979,HFA4U1,1014,BOH4M1,PB9,SCH4U1,1044,CIA4UE,PB4,SPARE,Cafeteria,SPARE,Cafeteria,IDC4U1,PB8,MCV4U1,PB4,
"Sashenka,Krystyna",465978701,SBI3U1,1031,PPL3O9,1024B,SCH3U1,1044,HFC3M1,1014,SPH3U1,2018,BMI3C1,1061,MCR3U1,PB6,ENG3U1,2008,
"Retha,Beatrice",475239133,MTH1WG,2026,ENG1DG,1059,SNC1DG,2011,BTT1O1,2024,PPL1O9,1012,FSF1DG,1059,CGC1DG,2026,AMI1O1,1069,
"Charmian,Dorthy",443065596,CIVCAR,2010,MPM2D1,2008,SNC2D1,1036,PPL2O9,1024B,ENG2D1,1034,BAF3M1,2024,TEJ2O1,1037,TGJ2O1,1032,
"Rani,Karilynn",417306185,SPARE,Cafeteria,EMPTY,Cafeteria,SPARE,Cafeteria,EMPTY,Cafeteria,EMPTY,Cafeteria,EMPTY,Cafeteria,SPARE,Cafeteria,SPARE,Cafeteria,
"Hannis,Maure",427411428,ENG1DG,2027,PPL1O9,1024A,CGC1DG,2026,FSF1DG,1059,SNC1DG,2011,ICS2OG,2038A,EMPTY,Cafeteria,MTH1WG,2026,
"Carilyn,Muire",494674908,ENG2DG,1063,CHC2DG,2034,MCR3U6,2025,ICS2OG,2038A,ICS3U6,2038A,MPM2DG,1062,SNC2DG,2011,BBI2O1,PB10,
"Melba,Cheslie",441033961,SNC2D1,1035,HFN2O1,1014,ENG2D1,1034,CIVCAR,PB11,ICS2O1,2038,CHC2D1,2036,MPM2D1,2008,BBI2O1,PB10,
"Leola,Amye",492229618,EMPTY,Cafeteria,HFN2O1,1014,SNC2D1,1036,ENG2D1,1034,FSF1D1,1033,EMPTY,Cafeteria,MPM2D1,2008,AWJ2O1,2005,
"Dyane,Courtenay",467400060,ENG4U1,2006,MHF4U1,PB2,HSB4U1,PB9,HZT4U1,1062,PSK4U1,1061,SPARE,Cafeteria,AVI4M1,2005,EMPTY,Cafeteria,
"Filippa,Moyna",411436577,ENG4U1,2010A,BAT4M1,1062,ICS4U1,2038,MHF4U1,PB3,SPARE,Cafeteria,SPH4U1,2044,MCV4U1,PB4,SPARE,Cafeteria,
"Kelci,Roxanna",411846204,IDC4U3,PB8,MHF4U1,PB3,CIA4U1,PB4,SPARE,Cafeteria,BOH4M1,PB9,SPARE,Cafeteria,CPW4U1,PB5,CLN4U1,PB9,
"Vanna,Riva",451777624,EMPTY,Cafeteria,SPARE,Cafeteria,CIA4U1,PB4,IDC4U1,PB8,SPARE,Cafeteria,SPARE,Cafeteria,ENG4U1,2006,MCV4U1,PB3,
"Marti,Mariska",471212716,EMPTY,Cafeteria,MDM4U1,2025,ENG4U1,2006,CHY4U1,PB5,HHG4M1,1062,SPARE,Cafeteria,TGV4M1,1032,SPARE,Cafeteria,
"Luci,Kathy",461890875,SNC1P1,1044,PPL1O9,1024A,FSF1P1,2024A,ENG1D1,2035,MTH1W1,1036,MTH1W1,PB1,EMPTY,Cafeteria,CGC1P1,1061,
"Val,Edy",440325249,HSP3U1,2024A,ENG3U1,2009,SPH3U1,1044,TGV3M1,1032,PAF3O9,1013,ICS3U1,2038,BAF3M1,2024,ADA3M1,1070,
"Faith,Chickie",490488707,SBI4U1,1055,MHF4U1,PB5,SCH4U1,2023,CHY4U1,PB5,SBI4U1,1055,MCV4U1,PB4,SBI4U1,1055,SPARE,Cafeteria,
"Billie,Odille",431843199,CHC2D1,2036,MPM2D1,2008,CGC1P1,1061,MTH1W1,2010A,ESLDO1,2034,SNC2D1,1035,PPL3O9,1024B,ESLEO1,1063,
"Jannel,Gracia",427460530,ICS4UE,2038A,BAT4M1,1062,HHG4M1,1062,MHF4U1,PB3,ENG4U1,2006,SBI4U1,1055,SCH4U1,2023,SPH4U1,2044,
"Vivyan,Toinette",483267079,ENG2D1,1059A,MFM2P1,PB8,SNC2P1,1044,CHC2P1,PB9,GLE2O1,PB3,AWC2O1,2004,CIVCAR,PB11,ENG2D1,1034,
"Noni,Tove",417130007,CLU3M1,1059,SBI4UE,1031,CIE3M1,PB6,ENG3UE,1063,SPH3U1,2018,SCH3U6,2011,BAF3M1,2024,MCR3U6,2025,
"Clotilda,Mikaela",495313737,MHF4U1,PB2,COP3X#,2001,CIA4U1,PB4,SPARE,Cafeteria,MCV4U1,PB4,SPARE,Cafeteria,ENG4U1,2010A,BAT4M1,1062,
"Eydie,Robyn",474894979,SCH4U1,2023,SPARE,Cafeteria,MHF4U1,PB5,SPARE,Cafeteria,EMPTY,Cafeteria,SBI4U1,1055,SPH4U1,2044,MCV4U1,PB4,
"Grace,Cornie",424519555,FSF1D1,1033,MTH1W1,2010A,CGC1D1,2010,PPL1O9,1024A,BTT1O1,2024,SNC1D1,1050,EMPTY,Cafeteria,AMI1O1,1069,
"Phelia,Georgeta",402086183,MPM2DG,1062,CIVCAR,PB11,FSF1DG,1059,FSF1DG,1059,ENG2DG,1063,ICS2OG,2038A,SNC2DG,2011,TGJ2O1,1032,
